,ID,Count
166,18454,453.24788382152224
167,18455,442.53428576300155
168,18456,415.52419536603105
169,18457,331.6100470126833
170,18458,280.64423814830417
171,18459,231.88630770328882
172,18460,195.17940595526903
173,18461,174.71776348016186
174,18462,187.86903928245977
175,18463,217.87846368478324
176,18464,250.90064526135566
177,18465,324.21845404350915
178,18466,460.19127415777734
179,18467,510.18236746578145
180,18468,515.5876082784054
181,18469,455.99704358186216
182,18470,487.5719202413933
183,18471,481.41349013520795
184,18472,469.12616675787876
185,18473,480.0547957232917
186,18474,491.8695297399546
187,18475,521.9232593948406
188,18476,501.55022742485744
189,18477,468.1440669927438
190,18478,469.84243500763887
191,18479,458.73658503197595
192,18480,396.2541451278561
193,18481,316.2315387653141
194,18482,267.62928347542817
195,18483,221.13251562855524
196,18484,186.12790666796027
197,18485,166.61517855896736
198,18486,179.1565602847407
199,18487,207.7742892760615
200,18488,239.26505798895178
201,18489,309.18273297783617
202,18490,438.8497757057354
203,18491,486.52251814452495
204,18492,491.6770894096945
205,18493,434.85005374041316
206,18494,464.9606367047062
207,18495,459.0878055091449
208,18496,447.37031017411607
209,18497,457.7921209288292
210,18498,469.05894336635714
211,18499,497.7189229418186
212,18500,478.29069600110637
213,18501,446.4337555589966
214,18502,448.05336128439114
215,18503,437.46254819311497
216,18504,381.51837858177373
217,18505,304.47162612578705
218,18506,257.6767752413081
219,18507,212.90911363739403
220,18508,179.20624436084398
221,18509,160.41914905500704
222,18510,172.4941460740244
223,18511,200.04764853628498
224,18512,230.36734908038653
225,18513,297.68494896911363
226,18514,422.5299771039726
227,18515,468.4298815502086
228,18516,473.39276634410055
229,18517,418.6789954606253
230,18518,447.6698361418815
231,18519,442.01540182753
232,18520,430.7336527878644
233,18521,440.7679007317977
234,18522,451.615736346861
235,18523,479.20991819267806
236,18524,460.5041816539532
237,18525,429.83192645236227
238,18526,431.39130282202746
239,18527,421.1943373438682
240,18528,267.01019783664935
241,18529,213.0881071305133
242,18530,180.33817136372784
243,18531,149.00698824751737
244,18532,125.41963230768933
245,18533,112.27125908112322
246,18534,120.72209008672239
247,18535,140.00573815340104
248,18536,161.22534301417528
249,18537,208.33836999597983
250,18538,295.71265530597526
251,18539,327.8362521099649
252,18540,331.30958635819576
253,18541,293.01749976909707
254,18542,313.30708616996253
255,18543,309.34976272320824
256,18544,301.454095798269
257,18545,308.4766841690082
258,18546,316.0686715968345
259,18547,335.38078961636745
260,18548,322.28935629550944
261,18549,300.82301184333096
262,18550,301.9143600360809
263,18551,294.7778918539243
264,18552,266.0189688974245
265,18553,212.29705457857435
266,18554,179.66869725468283
267,18555,148.453825708804
268,18556,124.95403372719475
269,18557,111.85447155036194
270,18558,120.27393031504627
271,18559,139.4859911907772
272,18560,160.62682195757554
273,18561,207.56495001740177
274,18562,294.6148734833738
275,18563,326.61921701897853
276,18564,330.07965711765877
277,18565,291.92972324286814
278,18566,312.1439880816046
279,18567,308.20135551015795
280,18568,300.3349998760005
281,18569,307.33151810830395
282,18570,314.8953216026863
283,18571,334.1357467415212
284,18572,321.09291309089565
285,18573,299.70625871053
286,18574,300.7935554628474
287,18575,293.68358017812807
288,18576,413.9512581000579
289,18577,330.3547607825809
290,18578,279.58187936008665
291,18579,231.0085185903489
292,18580,194.44056820622507
293,18581,174.05638182231803
294,18582,187.15787440612894
295,18583,217.0537002683452
296,18584,249.95087872696493
297,18585,322.9911481624834
298,18586,458.4492528442873
299,18587,508.2511084267683
300,18588,513.6358880850223
301,18589,454.27089922968634
302,18590,485.7262514410141
303,18591,479.5911336336598
304,18592,467.350323044406
305,18593,478.2375824627326
306,18594,490.00759264470764
307,18595,519.9475560451062
308,18596,499.6516447375631
309,18597,466.3719409480294
310,18598,468.0638799116881
311,18599,457.0000703406319
312,18600,404.59621122347994
313,18601,322.88894394412904
314,18602,273.26349878731116
315,18603,225.7878664531372
316,18604,190.04632952550094
317,18605,170.12281336648363
318,18606,182.92822017962382
319,18607,212.14841854492488
320,18608,244.3021407618603
321,18609,315.6917444944085
322,18610,448.0885783277388
323,18611,496.7649422384394
324,18612,502.0280291487254
325,18613,444.0046529656595
326,18614,474.74913333229983
327,18615,468.75266545910586
328,18616,456.7884897504788
329,18617,467.42970372209413
330,18618,478.93371882654344
331,18619,508.19705724848615
332,18620,488.3598212027514
333,18621,455.83221849492145
334,18622,457.4859206661859
335,18623,446.67214646800375
336,18624,419.2722749744254
337,18625,334.60121062964686
338,18626,283.1756838690291
339,18627,233.97795086405097
340,18628,196.93994832463707
341,18629,176.29373930498093
342,18630,189.56364124074753
343,18631,219.84375436087944
344,18632,253.16380009740237
345,18633,327.14294457815816
346,18634,464.34225633851986
347,18635,514.7842754879518
348,18636,520.2382722408896
349,18637,460.11019328432826
350,18638,491.9698792345456
351,18639,485.75589932751086
352,18640,473.3577427743861
353,18641,484.3849493240403
354,18642,496.30625370204507
355,18643,526.6310717135945
356,18644,506.0742724767724
357,18645,472.36678434796454
358,18646,474.0804718523026
359,18647,462.87444573697826
360,18648,400.00222473625024
361,18649,319.22270238227753
362,18650,270.16072919615306
363,18651,223.2241587893173
364,18652,187.88844903732826
365,18653,168.1911543837864
366,18654,180.8511622430284
367,18655,209.7395799521576
368,18656,241.5282128249985
369,18657,312.1072235124852
370,18658,443.00075788647786
371,18659,491.12442616669534
372,18660,496.32775337217873
373,18661,438.96320344287915
374,18662,469.3585956978584
375,18663,463.43021470144777
376,18664,451.6018861906233
377,18665,462.1222745295777
378,18666,473.49566732844755
379,18667,502.4267352605725
380,18668,482.81474105302124
381,18669,450.6564729142174
382,18670,452.29139812905464
383,18671,441.6004088981173
384,18672,385.26645819016795
385,18673,307.46278974275054
386,18674,260.208220962033
387,18675,215.00075679815615
388,18676,180.96678673021202
389,18677,161.9951248798261
390,18678,174.18874803231213
391,18679,202.01293921238107
392,18680,232.63050391643324
393,18681,300.6094395037626
394,18682,426.6809592847151
395,18683,473.0317895723789
396,18684,478.0434303065847
397,18685,422.7921451630914
398,18686,452.0677951350338
399,18687,446.3578110198328
400,18688,434.9652288043717
401,18689,445.0980543325462
402,18690,456.05246030895137
403,18691,483.9177305114318
404,18692,465.02822670586806
405,18693,434.05464380758303
406,18694,435.62933966669107
407,18695,425.3321980488704
408,18696,270.75827744504363
409,18697,216.0792707474768
410,18698,182.86961708445276
411,18699,151.0986314082795
412,18700,127.18017467705737
413,18701,113.84723490594229
414,18702,122.41669204501014
415,18703,141.9710288294972
416,18704,163.48849785022205
417,18705,211.26286053062884
418,18706,299.8636374867178
419,18707,332.4381601321353
420,18708,335.9602503206801
421,18709,297.1306494715632
422,18710,317.70504516311485
423,18711,313.6921719155111
424,18712,305.68567181477636
425,18713,312.8068377697567
426,18714,320.50539555892493
427,18715,340.08860193512135
428,18716,326.8134013474244
429,18717,305.0457291985517
430,18718,306.15239688074456
431,18719,298.91575255892656
432,18720,269.7670485058187
433,18721,215.2882181955378
434,18722,182.20014297540774
435,18723,150.5454688695661
436,18724,126.71457609656275
437,18725,113.43044737518096
438,18726,121.96853227333399
439,18727,141.45128186687333
440,18728,162.88997679362225
441,18729,210.48944055205072
442,18730,298.7658556641162
443,18731,331.22112504114887
444,18732,334.73032108014297
445,18733,296.04287294533424
446,18734,316.5419470747569
447,18735,312.5437647024608
448,18736,304.5665758925078
449,18737,311.6616717090525
450,18738,319.3320455647767
451,18739,338.84355906027497
452,18740,325.6169581428105
453,18741,303.9289760657507
454,18742,305.03159230751095
455,18743,297.8214408831303
456,18744,417.6993377084521
457,18745,333.3459243995444
458,18746,282.11332508081153
459,18747,233.10016175111105
460,18748,196.2011105755931
461,18749,175.63235764713704
462,18750,188.85247636441667
463,18751,219.01899094444133
464,18752,252.21403356301164
465,18753,325.91563869713235
466,18754,462.60023502502975
467,18755,512.8530164489387
468,18756,518.2865520475066
469,18757,458.3840489321524
470,18758,490.12421043416634
471,18759,483.9335428259626
472,18760,471.5818990609133
473,18761,482.5677360634811
474,18762,494.4443166067981
475,18763,524.6553683638601
476,18764,504.175689789478
477,18765,470.5946583032502
478,18766,472.3019167563518
479,18767,461.1379310456341
480,18768,408.3442908318742
481,18769,325.8801075610926
482,18770,275.7949445080361
483,18771,227.8795096138993
484,18772,191.80687189486898
485,18773,171.6987891913027
486,18774,184.62282213791156
487,18775,214.113709221021
488,18776,246.56529559790707
489,18777,318.6162350290575
490,18778,452.2395605084813
491,18779,501.36685026060974
492,18780,506.67869311120967
493,18781,448.1178026681256
494,18782,479.14709232545215
495,18783,473.0950746514087
496,18784,461.02006576698614
497,18785,471.75985732284266
498,18786,483.3704427886339
499,18787,512.9048695672401
500,18788,492.8838662546663
501,18789,460.0549358501422
502,18790,461.7239575108496
503,18791,450.81000717300606
504,18792,423.02035458281955
505,18793,337.5923742466103
506,18794,285.707129589754
507,18795,236.06959402481306
508,18796,198.70049069400505
509,18797,177.86971512979997
510,18798,191.25824319903526
511,18799,221.80904503697553
512,18800,255.42695493344908
513,18801,330.0674351128072
514,18802,468.4932385192623
515,18803,519.3861835101222
516,18804,524.8889362033739
517,18805,464.2233429867944
518,18806,496.3678382276979
519,18807,490.0983085198137
520,18808,477.5893187908934
521,18809,488.71510292478877
522,18810,500.7429776641354
523,18811,531.3388840323482
524,18812,510.5983175286873
525,18813,476.5895017031852
526,18814,478.3185086969661
527,18815,467.0123064419805
528,18816,403.7503043446446
529,18817,322.213865999241
530,18818,272.69217491687795
531,18819,225.31580195007945
532,18820,189.64899140669627
533,18821,169.7671302086054
534,18822,182.54576420131613
535,18823,211.70487062825373
536,18824,243.7913676610452
537,18825,315.03171404713413
538,18826,447.1517400672203
539,18827,495.72633418886556
540,18828,500.978417334663
541,18829,443.0763531453453
542,18830,473.7565546910107
543,18831,467.7726238937506
544,18832,455.8334622071306
545,18833,466.4524281303262
546,18834,477.93239129053796
547,18835,507.1345475793263
548,18836,487.3387861049361
549,18837,454.879190269438
550,18838,456.5294349737183
551,18839,445.7382696031194
552,18840,389.0145377985623
553,18841,310.453953359714
554,18842,262.7396666827579
555,18843,217.09239995891824
556,18844,182.72732909958
557,18845,163.57110070464512
558,18846,175.88334999059987
559,18847,203.97822988847724
560,18848,234.89365875247995
561,18849,303.53393003841154
562,18850,430.8319414654575
563,18851,477.6336975945492
564,18852,482.69409426906896
565,18853,426.9052948655574
566,18854,456.46575412818606
567,18855,450.7002202121356
568,18856,439.1968048208788
569,18857,449.42820793329463
570,18858,460.4891842710417
571,18859,488.6255428301856
572,18860,469.55227175778293
573,18861,438.2773611628037
574,18862,439.8673765113547
575,18863,429.4700587538726
576,18864,274.5063570534379
577,18865,219.07043436444033
578,18866,185.4010628051777
579,18867,153.1902745690416
580,18868,128.9407170464254
581,18869,115.42321073076131
582,18870,124.11129400329787
583,18871,143.93631950559333
584,18872,165.75165268626876
585,18873,214.18735106527785
586,18874,304.01461966746024
587,18875,337.04006815430563
588,18876,340.61091428316433
589,18877,301.2437991740293
590,18878,322.10300415626716
591,18879,318.0345811078139
592,18880,309.9172478312836
593,18881,317.13699137050526
594,18882,324.94211952101534
595,18883,344.7964142538752
596,18884,331.33744639933934
597,18885,309.2684465537725
598,18886,310.39043372540823
599,18887,303.05361326392887
600,18888,273.515128114213
601,18889,218.2793818125013
602,18890,184.73158869613263
603,18891,152.63711203032818
604,18892,128.47511846593076
605,18893,115.0064232
606,18894,123.66313423162171
607,18895,143.41657254296945
608,18896,165.15313162966893
609,18897,213.41393108669968
610,18898,302.91683784485866
611,18899,335.82303306331914
612,18900,339.38098504262723
613,18901,300.1560226478003
614,18902,320.93990606790913
615,18903,316.8861738947636
616,18904,308.798151909015
617,18905,315.99182530980096
618,18906,323.76876952686706
619,18907,343.5513713790288
620,18908,330.1410031947254
621,18909,308.1516934209714
622,18910,309.26962915217456
623,18911,301.9593015881325
624,18912,421.44741731684644
625,18913,336.3370880165079
626,18914,284.6447708015365
627,18915,235.1918049118731
628,18916,197.9616529449611
629,18917,177.20833347195608
630,18918,190.5470783227044
631,18919,220.98428162053744
632,18920,254.47718839905832
633,18921,328.8401292317813
634,18922,466.75121720577215
635,18923,517.454924471109
636,18924,522.9372160099908
637,18925,462.4971986346185
638,18926,494.52216942731866
639,18927,488.27595201826546
640,18928,475.81347507742055
641,18929,486.8978896642296
642,18930,498.8810405688884
643,18931,529.3631806826139
644,18932,508.69973484139285
645,18933,474.81737565847084
646,18934,476.5399536010153
647,18935,465.2757917506363
648,18936,412.0923704402685
649,18937,328.8712711780561
650,18938,278.32639022876106
651,18939,229.97115277466145
652,18940,193.56741426423702
653,18941,173.27476501612173
654,18942,186.3174240961993
655,18943,216.07899989711711
656,18944,248.82845043395378
657,18945,321.5407255637065
658,18946,456.39054268922376
659,18947,505.9687582827801
660,18948,511.3293570736939
661,18949,452.2309523705917
662,18950,483.54505131860446
663,18951,477.43748384371156
664,18952,465.2516417834933
665,18953,476.09001092359114
666,18954,487.80716675072426
667,18955,517.6126818859939
668,18956,497.4079113065812
669,18957,464.277653205363
670,18958,465.9619943555132
671,18959,454.9478678780082
672,18960,426.7684341912138
673,18961,340.5835378635738
674,18962,288.2385753104789
675,18963,238.16123718557515
676,18964,200.46103306337312
677,18965,179.445690954619
678,18966,192.95284515732294
679,18967,223.7743357130717
680,18968,257.6901097694958
681,18969,332.9919256474561
682,18970,472.6442207000048
683,18971,523.9880915322925
684,18972,529.539600165858
685,18973,468.33649268926047
686,18974,500.7657972208501
687,18975,494.4407177121165
688,18976,481.8208948074007
689,18977,493.0452565255373
690,18978,505.17970162622584
691,18979,536.0466963511021
692,18980,515.1223625806022
693,18981,480.8122190584059
694,18982,482.55654554162976
695,18983,471.1501671469827
696,18984,407.4983839530388
697,18985,325.2050296162045
698,18986,275.2236206376029
699,18987,227.4074451108415
700,18988,191.4095337760643
701,18989,171.34310603342445
702,18990,184.24036615960387
703,18991,213.67016130434988
704,18992,246.0545224970919
705,18993,317.9562045817831
706,18994,451.3027222479627
707,18995,500.3282422110359
708,18996,505.6290812971472
709,18997,447.18950284781135
710,18998,478.15451368416296
711,18999,472.11503308605336
712,19000,460.0650382236379
713,19001,470.78258173107463
714,19002,482.36911525262826
715,19003,511.8423598980802
716,19004,491.86283115685103
717,19005,459.1019076246587
718,19006,460.76747181838186
719,19007,449.8761303081217
720,19008,392.76261740695656
721,19009,313.4451169766776
722,19010,265.27111240348285
723,19011,219.18404311968038
724,19012,184.48787146894804
725,19013,165.1470765294642
726,19014,177.5779519488876
727,19015,205.94352056457336
728,19016,237.15681358852666
729,19017,306.45842057306055
730,19018,434.9829236462
731,19019,482.23560561671957
732,19020,487.3447582315532
733,19021,431.01844456802354
734,19022,460.86371312133844
735,19023,455.04262940443846
736,19024,443.42838083738616
737,19025,453.75836153404316
738,19026,464.9259082331322
739,19027,493.3333551489395
740,19028,474.07631680969797
741,19029,442.50007851802445
742,19030,444.1054133560183
743,19031,433.6079194588749
744,19032,278.2544366618322
745,19033,222.0615979814038
746,19034,187.9325085259026
747,19035,155.2819177298037
748,19036,130.7012594157934
749,19037,116.99918655558037
750,19038,125.80589596158559
751,19039,145.90161018168948
752,19040,168.01480752231546
753,19041,217.11184159992683
754,19042,308.16560184820264
755,19043,341.6419761764759
756,19044,345.26157824564854
757,19045,305.3569488764954
758,19046,326.5009631494195
759,19047,322.37699030011674
760,19048,314.1488238477909
761,19049,321.46714497125373
762,19050,329.3788434831057
763,19051,349.504226572629
764,19052,335.86149145125427
765,19053,313.49116390899314
766,19054,314.6284705700718
767,19055,307.19147396893106
768,19056,277.26320772260726
769,19057,221.2705454294648
770,19058,187.26303441685758
771,19059,154.7287551910903
772,19060,130.2356608352988
773,19061,116.58239902481904
774,19062,125.35773618990943
775,19063,145.3818632190656
776,19064,167.41628646571564
777,19065,216.33842162134866
778,19066,307.06782002560107
779,19067,340.4249410854895
780,19068,344.0316490051115
781,19069,304.2691723502664
782,19070,325.3378650610614
783,19071,321.2285830870664
784,19072,313.02972792552225
785,19073,320.32197891054943
786,19074,328.2054934889575
787,19075,348.2591836977826
788,19076,334.66504824664025
789,19077,312.3744107761921
790,19078,313.50766599683817
791,19079,306.0971622931348
792,19080,425.1954969252407
793,19081,339.3282516334714
794,19082,287.1762165222614
795,19083,237.28344807263528
796,19084,199.72219531432916
797,19085,178.78430929677515
798,19086,192.24168028099214
799,19087,222.9495722966336
800,19088,256.74034323510506
801,19089,331.7646197664303
802,19090,470.90219938651467
803,19091,522.0568324932793
804,19092,527.5878799724751
805,19093,466.61034833708464
806,19094,498.920128420471
807,19095,492.6183612105683
808,19096,480.0450510939279
809,19097,491.22804326497817
810,19098,503.31776453097893
811,19099,534.0709930013678
812,19100,513.2237798933079
813,19101,479.0400930136916
814,19102,480.77799044567905
815,19103,469.4136524556386
816,19104,415.8404500486628
817,19105,331.86243479501957
818,19106,280.85783594948595
819,19107,232.06279593542354
820,19108,195.327956633605
821,19109,174.85074084094077
822,19110,188.012026054487
823,19111,218.04429057321326
824,19112,251.09160527000046
825,19113,324.4652160983555
826,19114,460.5415248699662
827,19115,510.57066630495035
828,19116,515.9800210361782
829,19117,456.3441020730577
830,19118,487.94301031175667
831,19119,481.7798930360144
832,19120,469.4832178000006
833,19121,480.42016452433967
834,19122,492.24389071281473
835,19123,522.3204942047477
836,19124,501.93195635849605
837,19125,468.50037056058363
838,19126,470.20003120017674
839,19127,459.0857285830105
840,19128,430.5165137996081
841,19129,343.5747014805373
842,19130,290.77002103120384
843,19131,240.25288034633724
844,19132,202.2215754327411
845,19133,181.02166677943805
846,19134,194.6474471156107
847,19135,225.7396263891678
848,19136,259.9532646055425
849,19137,335.9164161821051
850,19138,476.7952028807472
851,19139,528.5899995544628
852,19140,534.1902641283423
853,19141,472.4496423917265
854,19142,505.16375621400243
855,19143,498.7831269044193
856,19144,486.0524708239078
857,19145,497.3754101262857
858,19146,509.61642558831625
859,19147,540.7545086698559
860,19148,519.646407632517
861,19149,485.0349364136266
862,19150,486.7945823862933
863,19151,475.2880278519849
864,19152,411.2464635614331
865,19153,328.19619323316806
866,19154,277.75506635832784
867,19155,229.49908827160368
868,19156,193.17007614543232
869,19157,172.9190818582435
870,19158,185.9349681178916
871,19159,215.63545198044602
872,19160,248.31767733313862
873,19161,320.8806951164321
874,19162,455.45370442870524
875,19163,504.9301502332063
876,19164,510.2797452596315
877,19165,451.30265255027746
878,19166,482.5524726773153
879,19167,476.4574422783562
880,19168,464.2966142401451
881,19169,475.1127353318233
882,19170,486.8058392147188
883,19171,516.550172216834
884,19172,496.386876208766
885,19173,463.32462497987945
886,19174,465.0055086630456
887,19175,454.0139910131239
888,19176,396.5106970153508
889,19177,316.4362805936411
890,19178,267.8025581242078
891,19179,221.27568628044247
892,19180,186.24841383831608
893,19181,166.72305235428323
894,19182,179.27255390717534
895,19183,207.90881124066948
896,19184,239.41996842457337
897,19185,309.38291110770956
898,19186,439.1339058269424
899,19187,486.83751363888985
900,19188,491.9954221940375
901,19189,435.1315942704897
902,19190,465.2616721144907
903,19191,459.3850385967413
904,19192,447.65995685389345
905,19193,458.0885151347917
906,19194,469.36263219522255
907,19195,498.0411674676933
908,19196,478.60036186161284
909,19197,446.7227958732451
910,19198,448.3434502006819
911,19199,437.74578016387704
912,19200,282.0025162702264
913,19201,225.05276159836728
914,19202,190.4639542466275
915,19203,157.37356089056578
916,19204,132.4618017851614
917,19205,118.57516238039938
918,19206,127.50049791987331
919,19207,147.8669008577856
920,19208,170.27796235836217
921,19209,220.0363321345758
922,19210,312.31658402894516
923,19211,346.24388419864624
924,19212,349.91224220813274
925,19213,309.47009857896137
926,19214,330.89892214257173
927,19215,326.7193994924196
928,19216,318.3803998642981
929,19217,325.79729857200226
930,19218,333.8155674451961
931,19219,354.2120388913828
932,19220,340.38553650316913
933,19221,317.7138812642139
934,19222,318.8665074147354
935,19223,311.3293346739333
936,19224,281.0112873310015
937,19225,224.26170904642825
938,19226,189.79448013758247
939,19227,156.8203983518524
940,19228,131.99620320466678
941,19229,118.15837484963805
942,19230,127.05233814819715
943,19231,147.3471538951617
944,19232,169.67944130176235
945,19233,219.26291215599764
946,19234,311.2188022063435
947,19235,345.02684910765976
948,19236,348.6823129675957
949,19237,308.38232205273243
950,19238,329.7358240542137
951,19239,325.5709922793692
952,19240,317.2613039420295
953,19241,324.6521325112979
954,19242,332.6422174510478
955,19243,352.9669960165364
956,19244,339.1890932985552
957,19245,316.59712813141283
958,19246,317.7457028415017
959,19247,310.235022998137
960,19248,428.94357653363494
961,19249,342.3194152504349
962,19250,289.7076622429863
963,19251,239.37509123339734
964,19252,201.48273768369714
965,19253,180.36028512159416
966,19254,193.93628223927988
967,19255,224.91486297272974
968,19256,259.00349807115174
969,19257,334.68911030107927
970,19258,475.05318156725707
971,19259,526.6587405154496
972,19260,532.2385439349594
973,19261,470.7234980395507
974,19262,503.3180874136232
975,19263,496.9607704028711
976,19264,484.27662711043513
977,19265,495.55819686572664
978,19266,507.75448849306923
979,19267,538.7788053201216
980,19268,517.7478249452228
981,19269,483.26281036891226
982,19270,485.0160272903426
983,19271,473.55151316064087
984,19272,419.588529657057
985,19273,334.85359841198306
986,19274,283.38928167021083
987,19275,234.15443909618563
988,19276,197.08849900297304
989,19277,176.4267166657598
990,19278,189.70662801277473
991,19279,220.00958124930935
992,19280,253.35476010604714
993,19281,327.38970663300444
994,19282,464.6925070507086
995,19283,515.1725743271206
996,19284,520.6306849986624
997,19285,460.45725177552384
998,19286,492.340969304909
999,19287,486.12230222831715
1000,19288,473.71479381650784
1001,19289,484.7503181250882
1002,19290,496.68061467490503
1003,19291,527.0283065235014
1004,19292,506.456001410411
1005,19293,472.7230879158044
1006,19294,474.4380680448404
1007,19295,463.2235892880127
1008,19296,434.2645934080023
1009,19297,346.56586509750076
1010,19298,293.30146675192873
1011,19299,242.34452350709935
1012,19300,203.9821178021091
1013,19301,182.59764260425706
1014,19302,196.34204907389844
1015,19303,227.70491706526388
1016,19304,262.2164194415892
1017,19305,338.84090671675403
1018,19306,480.9461850614896
1019,19307,533.1919075766332
1020,19308,538.8409280908265
1021,19309,476.5627920941927
1022,19310,509.5617152071547
1023,19311,503.12553609672204
1024,19312,490.2840468404151
1025,19313,501.70556372703425
1026,19314,514.0531495504066
1027,19315,545.4623209886097
1028,19316,524.170452684432
1029,19317,489.2576537688473
1030,19318,491.0326192309569
1031,19319,479.42588855698716
1032,19320,414.9945431698274
1033,19321,331.18735685013155
1034,19322,280.2865120790527
1035,19323,231.59073143236574
1036,19324,194.93061851480036
1037,19325,174.49505768306256
1038,19326,187.62957007617933
1039,19327,217.60074265654214
1040,19328,250.58083216918533
1041,19329,323.80518565108105
1042,19330,459.60468660944764
1043,19331,509.53205825537657
1044,19332,514.9304092221157
1045,19333,455.41580225274356
1046,19334,486.9504316704676
1047,19335,480.79985147065906
1048,19336,468.52819025665235
1049,19337,479.4428889325717
1050,19338,491.2425631768091
1051,19339,521.2579845355879
1052,19340,500.9109212606809
1053,19341,467.5473423351002
1054,19342,469.24354550770914
1055,19343,458.1518517181262
1056,19344,400.2587766237451
1057,19345,319.4274442106045
1058,19346,270.3340038449327
1059,19347,223.36732944120456
1060,19348,188.0089562076841
1061,19349,168.29902817910224
1062,19350,180.96715586546307
1063,19351,209.87410191676562
1064,19352,241.68312326062008
1065,19353,312.3074016423585
1066,19354,443.28488800768486
1067,19355,491.43942166106024
1068,19356,496.64608615652173
1069,19357,439.2447439729557
1070,19358,469.6596311076429
1071,19359,463.7274477890441
1072,19360,451.89153287040074
